Run Seconds Send Send/Sec Recv Recv/Sec RCV0 RCV1 RCV2 RCV3 RCV4 RCV5 RCV6 RCV7 RCV8 RCV9 SND10 SND11 SND12 SND13 SND14 SND15 SND16 SND17 SND18 SND19
run1 1.148        0     0.00        0     0.00      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
run1 6.148     6087  1323.26     6280  1365.22    629    626    626    626    629    629    629    628    629    629    610    605    612    609    610    604    610    616    605    606
run1 11.148    12736  1326.67    12971  1351.15   1298   1296   1295   1296   1297   1299   1297   1299   1297   1297   1278   1266   1283   1277   1276   1269   1268   1284   1269   1266
run1 16.148    19838  1358.67    20085  1375.59   2011   2008   2006   2007   2008   2010   2008   2011   2008   2008   1986   1978   1995   1986   1987   1980   1978   1996   1980   1972
run1 21.148    27020  1378.57    27289  1392.30   2733   2728   2726   2726   2729   2730   2729   2731   2728   2729   2703   2697   2713   2704   2709   2698   2695   2714   2696   2691
run1 26.149    34160  1388.62    34438  1399.92   3448   3444   3440   3440   3444   3444   3444   3446   3444   3444   3413   3412   3428   3416   3420   3411   3412   3429   3409   3410
run1 31.148    41238  1393.18    41505  1402.20   4157   4150   4148   4148   4150   4150   4150   4152   4150   4150   4122   4122   4137   4120   4124   4121   4119   4138   4118   4117
run1 36.148    48130  1410.84    48408  1413.69   4848   4840   4838   4838   4840   4840   4842   4844   4840   4838   4810   4811   4824   4808   4817   4809   4806   4831   4806   4808
run1 41.148    55043  1419.70    55346  1419.70   5543   5535   5532   5532   5533   5533   5536   5537   5533   5532   5503   5504   5515   5499   5508   5503   5496   5520   5497   5498
run1 46.148    61781  1405.22    62111  1407.94   6222   6211   6209   6209   6209   6209   6212   6212   6209   6209   6175   6177   6188   6173   6184   6173   6170   6197   6170   6174
run1 51.149    68923  1384.70    69279  1401.91   6939   6927   6925   6926   6926   6926   6929   6929   6925   6927   6895   6893   6905   6884   6900   6885   6882   6910   6880   6889
run1 56.148    76352  1391.15    76739  1394.68   7687   7672   7671   7673   7671   7672   7674   7676   7671   7672   7637   7637   7646   7628   7643   7627   7622   7653   7625   7634
run1 61.148    84107  1409.91    84525  1414.78   8470   8448   8450   8451   8450   8450   8451   8455   8450   8450   8412   8410   8422   8405   8422   8405   8397   8426   8398   8410
run1 66.148    92167  1453.15    92624  1459.19   9276   9258   9260   9261   9261   9260   9261   9265   9261   9261   9219   9216   9229   9209   9231   9210   9203   9230   9204   9216
run1 71.148    99853  1477.58   100244  1483.26   9967  10028  10030  10030  10030  10031  10031  10036  10031  10030   9988   9982   9998   9979   9998   9980   9973   9998   9972   9985
run1 76.148   107758  1517.18   108182  1522.68  10763  10821  10823  10824  10823  10825  10825  10830  10825  10823  10780  10774  10790  10769  10786  10772  10762  10789  10763  10773
run1 81.148   115148  1536.49   115816  1542.07  11535  11592  11593  11595  11594  11595  11595  11527  11595  11595  11476  11542  11489  11535  11555  11468  11528  11555  11531  11469
run1 86.148   122222  1536.64   122989  1541.44  12279  12340  12343  12344  12343  12267  12267  12272  12267  12267  12220  12213  12233  12206  12224  12212  12197  12226  12277  12214
run1 91.148   130306  1547.89   130871  1552.79  13091  13147  13077  13078  13075  13081  13079  13084  13078  13081  13029  13021  13042  13017  13034  13019  13009  13035  13080  13020
run1 96.148   137334  1515.67   137936  1520.54  13803  13788  13790  13791  13789  13797  13793  13798  13793  13794  13737  13730  13754  13727  13747  13727  13721  13744  13717  13730
run1 101.148   144153  1486.58   144772  1494.23  14487  14470  14474  14474  14472  14480  14476  14483  14477  14479  14422  14407  14436  14408  14428  14412  14405  14428  14397  14410
run1 106.148   151220  1458.41   151854  1465.45  15194  15179  15182  15182  15181  15189  15184  15191  15185  15187  15128  15116  15143  15116  15134  15119  15114  15133  15102  15115
run1 111.148   158010  1438.32   158667  1437.95  15876  15861  15863  15863  15862  15870  15866  15874  15865  15867  15806  15794  15823  15794  15817  15795  15792  15814  15780  15795
run1 116.148   165396  1448.79   166060  1445.34  16616  16600  16602  16602  16602  16609  16605  16615  16603  16606  16545  16533  16561  16533  16555  16530  16532  16556  16519  16532
